94103,2024-09-09,105293.00,14415,7.30
94103,2024-09-16,99445.38,13615,7.30
94103,2024-09-23,102227.87,13996,7.30
94103,2024-09-30,99025.29,13557,7.30
94103,2024-10-07,104753.75,14342,7.30
94103,2024-10-14,106904.25,14636,7.30
94103,2024-10-21,102752.96,14068,7.30
94103,2024-10-28,100897.29,13814,7.30
94103,2024-11-04,105595.21,14457,7.30
94103,2024-11-11,101262.25,13864,7.30
94103,2024-11-18,99329.63,13599,7.30
94103,2024-11-25,104008.58,14240,7.30
94103,2024-12-02,100980.79,13825,7.30
94103,2024-12-09,102644.54,14053,7.30
94103,2024-12-16,105789.96,14484,7.30
94103,2024-12-23,103590.42,14182,7.30
94103,2024-12-30,105228.58,14407,7.30
94103,2025-01-06,103030.17,14106,7.30
94103,2025-01-13,102402.42,14020,7.30
94103,2025-01-20,102823.92,14077,7.30
94103,2025-01-27,104533.21,14311,7.30
94103,2025-02-03,103126.21,14119,7.30
94103,2025-02-10,102210.92,13994,7.30
94103,2025-02-17,101315.33,13871,7.30
94103,2025-02-24,99593.33,13635,7.30
94103,2025-03-03,106997.67,14649,7.30
94103,2025-03-10,100903.83,13815,7.30
94103,2025-03-17,104617.25,14323,7.30
94103,2025-03-24,105762.25,14480,7.30
94103,2025-03-31,105720.54,14474,7.30
94103,2025-04-07,102631.37,14051,7.30
94103,2025-04-14,107586.38,14729,7.30
94103,2025-04-21,103722.08,14200,7.30
94103,2025-04-28,105605.58,14458,7.30
94103,2025-05-05,108597.38,14868,7.30
94103,2025-05-12,104113.13,14254,7.30
94103,2025-05-19,102723.58,14064,7.30
94103,2025-05-26,110437.83,15120,7.30
94103,2025-06-02,102066.33,13974,7.30
94103,2025-06-09,105270.87,14412,7.30
94103,2025-06-16,105262.33,14411,7.30
94103,2025-06-23,110471.75,15124,7.30
94103,2025-06-30,110868.62,15179,7.30
94103,2025-07-07,107945.58,14779,7.30
94103,2025-07-14,103760.75,14206,7.30
94103,2025-07-21,108496.08,14854,7.30
94103,2025-07-28,109200.25,14950,7.30
94103,2025-08-04,107288.38,14689,7.30
94103,2025-08-11,102064.88,13974,7.30
94103,2025-08-18,111409.50,15253,7.30
94103,2025-08-25,109913.67,15048,7.30
94103,2025-09-01,102213.29,13994,7.30
94103,2025-09-08,106284.83,14551,7.30
94103,2025-09-15,107044.83,14655,7.30
94103,2025-09-22,107354.67,14698,7.30
94103,2025-09-29,111297.50,15238,7.30
94103,2025-10-06,107412.83,14706,7.30
94103,2025-10-13,107990.04,14785,7.30
94103,2025-10-20,108843.04,14902,7.30
94103,2025-10-27,109140.17,14942,7.30
94103,2025-11-03,105328.08,14420,7.30
94103,2025-11-10,112809.71,15445,7.30
94103,2025-11-17,110731.00,15160,7.30
94103,2025-11-24,105614.83,14460,7.30
94103,2025-12-01,112713.13,15431,7.30
94103,2025-12-08,106222.04,14543,7.30
94103,2025-12-15,108911.62,14911,7.30
94103,2025-12-22,111458.71,15260,7.30
94103,2025-12-29,105903.50,14499,7.30
94103,2026-01-05,110710.96,15157,7.30
94103,2026-01-12,107601.42,14732,7.30
94103,2026-01-19,107018.42,14652,7.30
94103,2026-01-26,105018.92,14378,7.30
94103,2026-02-02,107173.58,14673,7.30
94103,2026-02-09,108864.25,14904,7.30
94103,2026-02-16,106915.17,14638,7.30
94103,2026-02-23,113114.88,15486,7.30
94103,2026-03-02,105799.54,14485,7.30
94103,2026-03-09,109838.54,15038,7.30
94103,2026-03-16,110527.21,15132,7.30
94103,2026-03-23,109477.17,14988,7.30
94103,2026-03-30,110999.75,15197,7.30
94103,2026-04-06,107079.67,14660,7.30
94103,2026-04-13,117023.58,16021,7.30
94103,2026-04-20,112609.08,15417,7.30
94103,2026-04-27,111301.04,15238,7.30
94103,2026-05-04,109241.88,14956,7.30
94103,2026-05-11,114071.62,15617,7.30
94103,2026-05-18,111395.83,15251,7.30
94103,2026-05-25,112155.75,15355,7.30
94103,2026-06-01,110569.63,15138,7.30
94103,2026-06-08,115915.92,15870,7.30
94103,2026-06-15,111608.75,15280,7.30
94103,2026-06-22,110695.08,15155,7.30
94103,2026-06-29,110704.04,15156,7.30
94103,2026-07-06,116498.87,15950,7.30
94103,2026-07-13,111550.88,15272,7.30
94103,2026-07-20,113481.54,15537,7.30
94103,2026-07-27,108488.46,14853,7.30
94103,2026-08-03,110923.67,15186,7.30
94103,2026-08-10,115666.12,15836,7.30
94103,2026-08-17,113831.21,15584,7.30
94103,2026-08-24,109064.88,14932,7.30
94103,2026-08-31,113122.92,15487,7.30
94110,2024-09-09,143778.86,19012,7.56
94110,2024-09-16,142273.76,18813,7.56
94110,2024-09-23,135454.05,17911,7.56
94110,2024-09-30,149034.86,19707,7.56
94110,2024-10-07,141924.81,18767,7.56
94110,2024-10-14,140034.05,18517,7.56
94110,2024-10-21,140721.38,18608,7.56
94110,2024-10-28,139002.00,18380,7.56
94110,2024-11-04,142542.19,18849,7.56
94110,2024-11-11,145892.52,19292,7.56
94110,2024-11-18,140368.43,18561,7.56
94110,2024-11-25,140379.81,18563,7.56
94110,2024-12-02,149917.33,19824,7.56
94110,2024-12-09,139779.00,18483,7.56
94110,2024-12-16,145819.52,19282,7.56
94110,2024-12-23,141022.71,18648,7.56
94110,2024-12-30,147644.62,19523,7.56
94110,2025-01-06,143198.52,18935,7.56
94110,2025-01-13,138476.43,18311,7.56
94110,2025-01-20,150459.33,19895,7.56
94110,2025-01-27,148378.86,19620,7.56
94110,2025-02-03,145975.29,19303,7.56
94110,2025-02-10,148527.86,19640,7.56
94110,2025-02-17,141601.90,18724,7.56
94110,2025-02-24,149623.86,19785,7.56
94110,2025-03-03,154038.24,20369,7.56
94110,2025-03-10,148724.86,19666,7.56
94110,2025-03-17,144464.95,19103,7.56
94110,2025-03-24,150080.38,19845,7.56
94110,2025-03-31,143846.00,19021,7.56
94110,2025-04-07,148863.95,19684,7.56
94110,2025-04-14,149450.95,19762,7.56
94110,2025-04-21,144094.71,19054,7.56
94110,2025-04-28,144893.05,19159,7.56
94110,2025-05-05,151455.76,20027,7.56
94110,2025-05-12,152789.19,20204,7.56
