2026-08-31,STR-001,94103,SKU-101,220,880.98
2026-08-31,STR-001,94103,SKU-102,279,1750.62
2026-08-31,STR-001,94103,SKU-103,329,1998.73
2026-08-31,STR-001,94103,SKU-104,203,1219.34
2026-08-31,STR-001,94103,SKU-105,117,430.68
2026-08-31,STR-001,94103,SKU-201,222,1430.07
2026-08-31,STR-001,94103,SKU-202,237,1323.49
2026-08-31,STR-001,94103,SKU-203,312,968.78
2026-08-31,STR-001,94103,SKU-204,136,1516.24
2026-08-31,STR-001,94103,SKU-301,305,1641.47
2026-08-31,STR-001,94103,SKU-302,241,1393.41
2026-08-31,STR-001,94103,SKU-303,206,1214.23
2026-08-31,STR-001,94103,SKU-304,354,2234.42
2026-08-31,STR-001,94103,SKU-401,177,1228.37
2026-08-31,STR-001,94103,SKU-402,150,955.71
2026-08-31,STR-001,94103,SKU-403,135,715.75
2026-08-31,STR-001,94103,SKU-501,29,528.44
2026-08-31,STR-001,94103,SKU-502,15,463.93
2026-08-31,STR-001,94103,SKU-503,24,501.72
2026-08-31,STR-001,94103,SKU-504,13,218.72
2026-08-31,STR-001,94103,SKU-601,173,2023.04
2026-08-31,STR-001,94103,SKU-602,151,836.23
2026-08-31,STR-001,94103,SKU-603,182,891.44
2026-08-31,STR-001,94103,SKU-604,156,703.68
2026-08-31,STR-001,94103,SKU-701,3,80.01
2026-08-31,STR-002,94110,SKU-101,314,1255.90
2026-08-31,STR-002,94110,SKU-102,384,2396.83
2026-08-31,STR-002,94110,SKU-103,346,2089.05
2026-08-31,STR-002,94110,SKU-104,247,1559.26
2026-08-31,STR-002,94110,SKU-105,156,570.06
2026-08-31,STR-002,94110,SKU-201,369,2359.36
2026-08-31,STR-002,94110,SKU-202,344,2060.33
2026-08-31,STR-002,94110,SKU-203,380,1139.25
2026-08-31,STR-002,94110,SKU-204,122,1343.66
2026-08-31,STR-002,94110,SKU-301,469,2556.16
2026-08-31,STR-002,94110,SKU-302,304,1862.73
2026-08-31,STR-002,94110,SKU-303,291,1641.04
2026-08-31,STR-002,94110,SKU-304,358,2249.26
2026-08-31,STR-002,94110,SKU-401,280,1913.62
2026-08-31,STR-002,94110,SKU-402,189,1198.57
2026-08-31,STR-002,94110,SKU-403,241,1222.28
2026-08-31,STR-002,94110,SKU-501,40,746.90
2026-08-31,STR-002,94110,SKU-502,23,692.28
2026-08-31,STR-002,94110,SKU-503,27,557.46
2026-08-31,STR-002,94110,SKU-504,18,323.55
2026-08-31,STR-002,94110,SKU-601,195,2295.42
2026-08-31,STR-002,94110,SKU-602,159,920.11
2026-08-31,STR-002,94110,SKU-603,240,1162.87
2026-08-31,STR-002,94110,SKU-604,184,873.57
2026-08-31,STR-002,94110,SKU-701,4,109.82
2026-08-31,STR-003,94133,SKU-101,229,945.31
2026-08-31,STR-003,94133,SKU-102,296,1940.45
2026-08-31,STR-003,94133,SKU-103,244,1512.30
2026-08-31,STR-003,94133,SKU-104,163,1041.08
2026-08-31,STR-003,94133,SKU-105,112,416.74
2026-08-31,STR-003,94133,SKU-201,241,1534.28
2026-08-31,STR-003,94133,SKU-202,172,1013.95
2026-08-31,STR-003,94133,SKU-203,339,1068.40
2026-08-31,STR-003,94133,SKU-204,102,1091.62
2026-08-31,STR-003,94133,SKU-301,394,2263.04
2026-08-31,STR-003,94133,SKU-302,235,1433.17
2026-08-31,STR-003,94133,SKU-303,219,1312.56
2026-08-31,STR-003,94133,SKU-304,227,1421.97
2026-08-31,STR-003,94133,SKU-401,192,1308.77
2026-08-31,STR-003,94133,SKU-402,100,623.83
2026-08-31,STR-003,94133,SKU-403,150,779.34
2026-08-31,STR-003,94133,SKU-501,33,598.77
2026-08-31,STR-003,94133,SKU-502,16,492.22
2026-08-31,STR-003,94133,SKU-503,21,450.55
2026-08-31,STR-003,94133,SKU-504,13,224.83
2026-08-31,STR-003,94133,SKU-601,121,1427.89
2026-08-31,STR-003,94133,SKU-602,100,576.70
2026-08-31,STR-003,94133,SKU-603,170,834.60
2026-08-31,STR-003,94133,SKU-604,142,657.47
2026-08-31,STR-003,94133,SKU-701,2,51.69
2026-08-31,STR-004,94102,SKU-101,231,919.47
2026-08-31,STR-004,94102,SKU-102,295,1862.20
2026-08-31,STR-004,94102,SKU-103,230,1358.92
2026-08-31,STR-004,94102,SKU-104,123,783.04
2026-08-31,STR-004,94102,SKU-105,102,356.68
2026-08-31,STR-004,94102,SKU-201,242,1455.21
2026-08-31,STR-004,94102,SKU-202,193,1154.66
2026-08-31,STR-004,94102,SKU-203,313,943.88
2026-08-31,STR-004,94102,SKU-204,115,1306.11
2026-08-31,STR-004,94102,SKU-301,267,1503.20
2026-08-31,STR-004,94102,SKU-302,219,1327.70
2026-08-31,STR-004,94102,SKU-303,196,1137.61
2026-08-31,STR-004,94102,SKU-304,235,1417.55
2026-08-31,STR-004,94102,SKU-401,160,1105.10
2026-08-31,STR-004,94102,SKU-402,126,806.72
2026-08-31,STR-004,94102,SKU-403,141,752.77
2026-08-31,STR-004,94102,SKU-501,25,454.62
2026-08-31,STR-004,94102,SKU-502,14,447.37
2026-08-31,STR-004,94102,SKU-503,21,453.35
2026-08-31,STR-004,94102,SKU-504,12,199.27
2026-08-31,STR-004,94102,SKU-601,124,1500.55
2026-08-31,STR-004,94102,SKU-602,94,529.14
2026-08-31,STR-004,94102,SKU-603,126,616.05
2026-08-31,STR-004,94102,SKU-604,102,483.61
2026-08-31,STR-004,94102,SKU-701,2,53.37
2026-08-31,STR-005,94118,SKU-101,259,1076.24
2026-08-31,STR-005,94118,SKU-102,264,1776.95
2026-08-31,STR-005,94118,SKU-103,267,1573.22
2026-08-31,STR-005,94118,SKU-104,205,1226.27
2026-08-31,STR-005,94118,SKU-105,173,616.27
2026-08-31,STR-005,94118,SKU-201,257,1584.62
2026-08-31,STR-005,94118,SKU-202,208,1211.42
2026-08-31,STR-005,94118,SKU-203,333,1067.43
2026-08-31,STR-005,94118,SKU-204,108,1149.71
2026-08-31,STR-005,94118,SKU-301,373,2018.43
2026-08-31,STR-005,94118,SKU-302,243,1490.56
2026-08-31,STR-005,94118,SKU-303,226,1256.12
2026-08-31,STR-005,94118,SKU-304,363,2262.79
2026-08-31,STR-005,94118,SKU-401,253,1654.07
2026-08-31,STR-005,94118,SKU-402,114,713.74
2026-08-31,STR-005,94118,SKU-403,145,792.66
2026-08-31,STR-005,94118,SKU-501,38,724.17
2026-08-31,STR-005,94118,SKU-502,18,565.07
2026-08-31,STR-005,94118,SKU-503,25,519.34
2026-08-31,STR-005,94118,SKU-504,12,212.59
2026-08-31,STR-005,94118,SKU-601,122,1509.04
2026-08-31,STR-005,94118,SKU-602,145,823.28
2026-08-31,STR-005,94118,SKU-603,164,857.32
2026-08-31,STR-005,94118,SKU-604,167,779.92
2026-08-31,STR-005,94118,SKU-701,4,107.36
2026-08-31,STR-006,94123,SKU-101,222,899.69
2026-08-31,STR-006,94123,SKU-102,281,1895.10
2026-08-31,STR-006,94123,SKU-103,280,1708.98
2026-08-31,STR-006,94123,SKU-104,162,988.74
2026-08-31,STR-006,94123,SKU-105,136,482.79
2026-08-31,STR-006,94123,SKU-201,188,1139.76
2026-08-31,STR-006,94123,SKU-202,176,987.92
2026-08-31,STR-006,94123,SKU-203,239,733.91
2026-08-31,STR-006,94123,SKU-204,93,1031.14
2026-08-31,STR-006,94123,SKU-301,347,1961.34
2026-08-31,STR-006,94123,SKU-302,236,1433.40
2026-08-31,STR-006,94123,SKU-303,213,1194.05
2026-08-31,STR-006,94123,SKU-304,301,1862.82
2026-08-31,STR-006,94123,SKU-401,174,1156.60
2026-08-31,STR-006,94123,SKU-402,100,635.78
2026-08-31,STR-006,94123,SKU-403,117,594.37
2026-08-31,STR-006,94123,SKU-501,23,438.05
2026-08-31,STR-006,94123,SKU-502,15,449.64
2026-08-31,STR-006,94123,SKU-503,21,436.77
2026-08-31,STR-006,94123,SKU-504,11,195.86
2026-08-31,STR-006,94123,SKU-601,142,1747.67
2026-08-31,STR-006,94123,SKU-602,100,552.49
2026-08-31,STR-006,94123,SKU-603,119,619.04
2026-08-31,STR-006,94123,SKU-604,128,585.37
2026-08-31,STR-006,94123,SKU-701,2,55.33
2026-08-24,STR-001,94103,SKU-101,219,884.96
